"store","websites","attribute_set","type","category_ids","sku","has_options","name","meta_title","meta_description","image","small_image","thumbnail","url_key","url_path","config_attributes","custom_design","page_layout","options_container","msrp_enabled","msrp_display_actual_price_type","gift_message_available","samples_title","links_title","editorid","wordcount","seedsource","editedby","external_uniqid","xml_file","price","special_price","cost","msrp","status","visibility","tax_class_id","links_purchased_separately","links_exist","ebizmarts_mark_visited","featured","description","short_description","meta_keyword","custom_layout_update","downloadable_link_emaildeliver","special_from_date","special_to_date","news_from_date","news_to_date","custom_design_from","custom_design_to","qty","min_qty","use_config_min_qty","is_qty_decimal","backorders","use_config_backorders","min_sale_qty","use_config_min_sale_qty","max_sale_qty","use_config_max_sale_qty","is_in_stock","low_stock_date","notify_stock_qty","use_config_notify_stock_qty","manage_stock","use_config_manage_stock","stock_status_changed_auto","use_config_qty_increments","qty_increments","use_config_enable_qty_inc","enable_qty_increments","is_decimal_divided","stock_status_changed_automatically","use_config_enable_qty_increments","product_name","store_id","product_type_id","product_status_changed","product_changed_websites","gallery","gallery_label","related","upsell","crosssell","tier_prices","associated","bundle_options","grouped","group_price_price","downloadable_options","downloadable_sample_options","super_attribute_pricing","product_tags","is_recurring","image_label","small_image_label","thumbnail_label","jobprofile","downloadable_additional_clogin","country_of_manufacture","weight","booktype","seed","wikilang","imprint","coverfont","covercolor","customer_id_revenue_share","safe_product_name","ship_cost"
"admin","base","Default","downloadable","4","500000184","0","Research about Docker","Research about Docker",,"/5/0/500000184ebookcover.jpg","/5/0/500000184ebookcover.jpg","/5/0/500000184ebookcover.jpg","500000184","500000184.html",,,,"Block after Info Column","Use config","Use config",,"Samples","Formats","365",,,"Tcat Houser",,,"0.9900","0.0000",,,"Enabled","Catalog, Search","None","1","1","Yes","Yes","research about business models for open source software companies

","
",,"0","1","2016-03-29 00:00:00","2016-04-29 00:00:00","2016-03-29 00:00:00","2016-04-29 00:00:00",,,"-2.0000","1.0000","1","0","0","1","1.0000","1","0.0000","1","0","2016-04-06 18:59:52","0.0000","1","0","1","1","1","0.0000","1","0","0","1","1","Research about Docker","0","downloadable",,,"/5/0/500000184ebookcover.jpg","Research about Docker thumbnail",,,,,,,,,"ePub,0.0000,9,builder,13|Kindle,0.0000,9,builder,15|Microsoft_Word_docx,0.0000,9,builder,14",,,,,"Research about Docker thumbnail","Research about Docker thumbnail","Research about Docker thumbnail","default","1",,,"Default","Cgroups
Container (software)
Docker (software)
dotCloud
LXC
Solomon Hykes
Spoon
Unikernels","en","Tcat","Adler","grey49","TBD","Research_about_Docker","0.0000"
